CO_UNIDADE,CO_CNES,NO_FANTASIA,NO_RAZAO_SOCIAL,CATEGORIA_UNIDADE,DS_TIPO_ESTABELECIMENTO,ENDERECO,NO_BAIRRO,CO_CEP,NO_MUNICIPIO,CO_MUNICIPIO_GESTOR,NU_TELEFONE,NO_EMAIL,LAT,LON,CO_NATUREZA_JUR,TP_GESTAO,CO_TIPO_ESTABELECIMENTO,"TO_CHAR(DT_ATUALIZACAO,'DD/MM/YYYY')"
3302600794317,0794317,SALA LILAS ARTE VIVA MANGARATIBA,SECRETARIA MUNICIPAL DE SAUDE,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA NILO PECANHA, 85, CENTRO - CEP 23860000",CENTRO,23860000,MANGARATIBA,330260,21 27891364,saude@mangaratiba.rj.gov.br,-22.961436,-44.039516,1244,M,008,22/09/2025
3302606956955,6956955,SAMU UNIDADE MOVEL AVANCADA 192,SECRETARIA MUNICIPAL DE SAUDE DE MANGARATIBA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA SARGENTO BEZERRA, 00, PRAIA DO SACO - CEP 23860000",PRAIA DO SACO,23860000,MANGARATIBA,330260,,,-22.9391397,-44.0408368,1244,M,008,22/09/2025
3302606686982,6686982,SAMU UNIDADE MOVEL DE URGENCIA BASICA 01,SECRETARIA MUNICIPAL DE SAUDE DE MANGARATIBA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA SARGENTO BEZERRA, 00, PRAIA DO SACO - CEP 23860000",PRAIA DO SACO,23860000,MANGARATIBA,330260,,,-22.9391397,-44.0408368,1244,M,008,22/09/2025
3302604385616,4385616,SAMU UNIDADE MOVEL DE URGENCIA BASICA 03,SECRETARIA MUNICIPAL DE SAUDE DE MANGARATIBA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA SARGENTO BEZERRA, 00, PRAIA DO SACO - CEP 23860000",PRAIA DO SACO,23860000,MANGARATIBA,330260,,,-22.9391397,-44.0408368,1244,M,008,22/09/2025
3302606956947,6956947,SAMU UNIDADE MOVEL DE URGENCIA BASICO 02,SECRETARIA MUNICIPAL DE SAUDE DE MANGARATIBA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA SARGENTO BEZERRA, 00, PRAIA DO SACO - CEP 23860000",PRAIA DO SACO,23860000,MANGARATIBA,330260,,,-22.9391397,-44.0408368,1244,M,008,22/09/2025
3302700507601,0507601,SAMU 192 BASE ITAIPUACU USB 19,MUNICIPIO DE MARICA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV CARLOS MARIGUELLA DPO BARROCO, S/N, BARROCO - CEP 24936435",BARROCO,24936435,MARICA,330270,21-26374083,,-22.9567,-42.97853,1244,M,008,28/04/2025
3302707321724,7321724,SAMU 192 BASE MARICA HMCML MOTOLANCIA 07,MUNICIPIO DE MARICA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA ALVARES DE CASTRO, 346, CENTRO - CEP 24900880",CENTRO,24900880,MARICA,330270,2126374083,samumarica.metro2@gmail.com,-22.91983145,-42.8210792187425,1244,M,008,27/09/2022
3302707321759,7321759,SAMU 192 BASE MARICA HMCML USA 07,MUNICIPIO DE MARICA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA ALVARES DE CASTRO, 346, CENTRO - CEP 24900880",CENTRO,24900880,MARICA,330270,21-26374083,,-22.91983145,-42.8210792187425,1244,M,008,04/03/2026
3302707321740,7321740,SAMU 192 BASE MARICA HMCML USB 10,MUNICIPIO DE MARICA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA ALVARES DE CASTRO, 346, CENTRO - CEP 24900880",CENTRO,24900880,MARICA,330270,21-26374083,,-22.91983145,-42.8210792187425,1244,M,008,04/03/2026
3302704694325,4694325,SAMU 192 BASE PONTA NEGRA USB 22,MUNICIPIO DE MARICA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA ALCEBIADES TEODORO LUIZ PEREIRA, S/N, PONTA NEGRA - CEP 24922280",PONTA NEGRA,24922280,MARICA,330270,,,-22.953098077277144,-42.69767761230469,1244,M,008,22/06/2024
3302704694341,4694341,SAMU 192 BASE PONTA NEGRA USB 23,MUNICIPAIO DE MARICA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"ALCEBIADES TEODORO LUIZ PEREIRA, S/N, PONTA NEGRA - CEP 24922280",PONTA NEGRA,24922280,MARICA,330270,,,-22.95305855977549,-42.69784927368164,1244,M,008,22/06/2024
3302707164440,7164440,UPA MARICA 24H,MUNICIPIO DE MARICA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA EUCLIDES DE PAULO DA SILVA, S/N, LOTE 11 C, INOA - CEP 24943195",INOA,24943195,MARICA,330270,21-39502201,upa.marica@hotmail.com,-22.913594576976436,-42.93038606643677,1244,M,008,24/09/2025
3302702266792,2266792,UPAM SANTA RITA 24H,MUNICIPIO DE MARICA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA ANTONIO MARQUES MATHIAS, S/N, QD 433, JARDIM ATLANTICO - CEP 24933385",JARDIM ATLANTICO,24933385,MARICA,330270,(21)39502206,saude@marica.rj.gov.br,-22.970813104438808,-42.927293479442596,1244,M,008,24/09/2025
3302804146727,4146727,BASE DESCENTRALIZADA SAMU 192 MENDES RJ,MUNICIPIO DE MENDES,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"PRACA CARLOS GOMES, 23, CENTRO - CEP 26700000",CENTRO,26700000,MENDES,330280,,,-22.527304110185405,-43.72434139251709,1244,M,008,06/04/2026
3302857540795,7540795,UNIDADE MOVEL AVANCADA 1 SAMU 192,UNIDADE MOVEL AVANCADA 1 SAMU 192,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AVENIDA UNIAO, 626, SANTA TEREZINHA - CEP 26553295",SANTA TEREZINHA,26553295,MESQUITA,330285,,,-22.7848562,-43.4333614,1031,M,008,23/05/2024
3302857540914,7540914,UNIDADE MOVEL BASICA 1 SAMU 192,UNIDADE MOVEL BASICA 1 SAMU 192,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AVENIDA UNIAO, 626, SANTA TEREZINHA - CEP 26553295",SANTA TEREZINHA,26553295,MESQUITA,330285,,,-22.790282173221293,-43.43539774417877,1031,M,008,07/08/2025
3302857540949,7540949,UNIDADE MOVEL BASICA 2 SAMU 192,UNIDADE MOVEL BASICA 2 SAMU 192,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AVENIDA UNIAO, 626, SANTA TEREZINHA - CEP 26553295",SANTA TEREZINHA,26553295,MESQUITA,330285,,,-22.7774458,-43.4328611,1031,M,008,23/05/2024
3302907062664,7062664,SAMU DE MIGUEL PEREIRA,SECRETARIA DE SAUDE DE MIGUEL PEREIRA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AVENIDA CESAR LATES, S/N, GUARARAPES - CEP 26900000",GUARARAPES,26900000,MIGUEL PEREIRA,330290,24 2484 5474,,-22.45878787689113,-43.47287893295288,1244,M,008,26/09/2025
3303003282430,3282430,PRONTO SOCORRO DE MIRACEMA DR SEBASTIAO BRUNO,MUNICIPIO DE MIRACEMA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA JOSE MONTEIRO DE BARROS, 500, ANEXO, HOSPITAL - CEP 28460000",HOSPITAL,28460000,MIRACEMA,330300,2238521037,miracema@saude.rj.gov.br,-21.40601,-42.20668,1244,M,008,15/10/2025
3303108163847,8163847,SAMU 192 NOROESTE USB NATIVIDADE,SAMU 192 NOROESTE USB NATIVIDADE,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RJ214, 446, PROXIMO AO PORTAL, PORTAL - CEP 28380000",PORTAL,28380000,NATIVIDADE,330310,,,-21.044928119849416,-41.98692440986633,1244,M,008,06/03/2026
3303202290677,2290677,POSTO CENTRAL DO SUS,MUNICIPIO DE NILOPOLIS,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA JOAO PESSOA, 1530, 1 ANDAR, CENTRO - CEP 26520020",CENTRO,26520020,NILOPOLIS,330320,(21)27913313,,-22.8099268,-43.4193154,1244,M,008,05/12/2025
3303206899919,6899919,UPA NILOPOLIS,NILOPOLIS PREFEITURA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA ANTONIO PEREIRA DE CARVALHO, S/N, CENTRO - CEP 26540001",CENTRO,26540001,NILOPOLIS,330320,2137629182,,-22.8094332,-43.4185034,1244,M,008,05/12/2025
3303300012602,0012602,POLICLINICA COMUNITARIA CARLOS ANTONIO DA SILVA,FUNDACAO MUNICIPAL DE SAUDE,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"JANSEN DE MELLO, S/N, SAO LOURENCO - CEP 24030221",SAO LOURENCO,24030221,NITEROI,330330,,prcas14@gmail.com,-22.887367,-43.115271,1155,M,008,01/10/2025
3303300012637,0012637,POLICLINICA COMUNITARIA DA ENGENHOCA,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"JOAO BRASIL, S/N, ENGENHOCA - CEP 24130082",ENGENHOCA,24130082,NITEROI,330330,,,-22.8808332,-43.1014896,1155,M,008,23/10/2025
3303307382197,7382197,POLICLINICA NAVAL DE NITEROI,COMANDO DA MARINHA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"BARAO DE JACEGUAI, S/N, PONTA DE ARMACAO, PONTA D AREIA - CEP 24040000",PONTA D AREIA,24040000,NITEROI,330330,21 21893192,andrea.martins@marinha.mil.br,-22.8845819,-43.1348044,1015,M,008,10/11/2025
3303300012734,0012734,POLICLINICA REGIONAL DO LARGO DA BATALHA,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA REVERENDO ARMANDO FERREIRA, S/N, LARGO DA BATALHA - CEP 24310400",LARGO DA BATALHA,24310400,NITEROI,330330,(21)27101053,adm.prlb@gmail.com,-22.90757120791454,-43.06726187467575,1155,M,008,28/03/2026
3303306961851,6961851,SAMU 192 METROPOLITANA II RJ,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"R DES ATHAYDE PARREIRAS, 266, BAIRRO DE FATIMA - CEP 24220000",BAIRRO DE FATIMA,24220000,NITEROI,330330,21-27222873,samumetropolitana2@gmail.com,-22.895,-43.11034,1155,M,008,11/08/2025
3303306986781,6986781,SAMU BASE NITEROI ALAMEDA MOTOLANCIA 01,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"ALAMEDA SAO BOAVENTURA, 144, FONSECA - CEP 24120196",FONSECA,24120196,NITEROI,330330,21-2621-3944,samu.baseniteroi@gmail.com,-22.8814419,-43.0850387,1155,M,008,05/05/2022
3303306989624,6989624,SAMU BASE NITEROI ALAMEDA MOTOLANCIA 06,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"ALAMEDA SAO BOA VENTURA, 144, NITEROI - CEP 24120196",NITEROI,24120196,NITEROI,330330,21-2619-2613,samu.baseniteroi@gmail.com,-22.8814419,-43.0850387,1155,M,008,05/05/2022
3303306978223,6978223,SAMU BASE NITEROI ALAMEDA USA 1,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"ALAMEDA SAO BOAVENTURA, 144, FONSECA - CEP 24120196",FONSECA,24120196,NITEROI,330330,21-2621-3944,samu.baseniteroi@gmail.com,-22.8814419,-43.0850387,1155,M,008,09/03/2023
3303306989586,6989586,SAMU BASE NITEROI ALAMEDA USA 6,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"ALAMEDA SAO BOAVENTURA, 144, NITEROI - CEP 24120196",NITEROI,24120196,NITEROI,330330,21-2619-2613,samumetropolitana2@gmail.com,-22.8814419,-43.0850387,1155,M,008,01/03/2023
3303306986749,6986749,SAMU BASE NITEROI ALAMEDA USB 1,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"ALAMEDA SAO BOAVENTURA, 144, FONSECA - CEP 24120196",FONSECA,24120196,NITEROI,330330,21-2621-3944,samu.baseniteroi@gmail.com,-22.8814419,-43.0850387,1155,M,008,05/09/2022
3303306986765,6986765,SAMU BASE NITEROI ALAMEDA USB 2,FUNDACAO MUNIICPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"ALAMEDA SAO BOAVENTURA, 144, FONSECA - CEP 24120196",FONSECA,24120196,NITEROI,330330,21-2621-3944,samu.baseniteroi@gmail.com,-22.8814419,-43.0850387,1155,M,008,05/05/2022
3303306986773,6986773,SAMU BASE NITEROI ALAMEDA USB 3,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"ALAMEDA SAO BOAVENTURA, 144, FONSECA - CEP 24120196",FONSECA,24120196,NITEROI,330330,21-2621-3944,samu.baseniteroi@gmail.com,-22.8814419,-43.0850387,1155,M,008,05/05/2022
3303306989616,6989616,SAMU BASE NITEROI ALAMEDA USB13,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"ALAMEDA SAO BOAVENTURA, 144, NITEROI - CEP 24120196",NITEROI,24120196,NITEROI,330330,26192613,samu.baseniteroi@gmail.com,-22.8814419,-43.0850387,1155,M,008,05/05/2022
3303305935377,5935377,UNIDADE MUNICIPAL DE URGENCIA DOUTOR MARIO MONTEIRO,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"ESTRADA FRANCISCO DA CRUZ NUNES, S/N, CAFUBA - CEP 24350210",CAFUBA,24350210,NITEROI,330330,21-2619-2613,umam.fms@gmail.com,-22.929069306840738,-43.06386351585388,1155,M,008,03/12/2025
3303404410939,4410939,SAMU AVANCADO 192 USA 04,MUNICIPIO DE NOVA FRIBURGO,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA GENERAL OSORIO, 324, CENTRO - CEP 28625630",CENTRO,28625630,NOVA FRIBURGO,330340,22 25242300,hmrs.samu@hotmail.com,-22.2725,-42.5342,1244,M,008,19/11/2025
3303404505042,4505042,SAMU BASICO 192 USB 09,MUNICIPIO DE NOVA FRIBURGO,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA RODRIGUES ALVES, S/N, SAO PEDRO DA SERRA - CEP 28616155",SAO PEDRO DA SERRA,28616155,NOVA FRIBURGO,330340,22 25423330,,-22.3145,-42.33248,1244,M,008,18/02/2025
3303404899474,4899474,SAMU BASICO 192 USB 10,MUNICIPIO DE NOVA FRIBURGO,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA GENERAL OSORIO, 324, CENTRO - CEP 28625630",CENTRO,28625630,NOVA FRIBURGO,330340,22 2524-2300,,-22.27247,-42.53423,1244,M,008,18/02/2025
3303406588425,6588425,UPA 24 HORAS NOVA FRIBURGO,UPA 24 HORAS NOVA FRIBURGO,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AVENIDA GOVERNADOR ROBERTO SILVEIRA, 3456, CONSELHEIRO PAULINO - CEP 28635000",CONSELHEIRO PAULINO,28635000,NOVA FRIBURGO,330340,25803662,sistemasdeinformacao@vivario.org.br,-22.2372631,-42.5204466,1244,M,008,24/03/2026
3303506726143,6726143,UNIDADE DE SUPORTE AVANCADO USA 01 SAMU 192,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,,samunovaiguacu192@gmail.com,-22.76080808599843,-43.46128927628224,1244,M,008,25/07/2025
3303506978029,6978029,UNIDADE DE SUPORTE AVANCADO USA 02 SAMU 192,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,,samunovaiguacu192@gmail.com,-22.76080808599843,-43.46128927628224,1244,M,008,25/07/2025
3303509259031,9259031,UNIDADE DE SUPORTE AVANCADO USA 03 SAMU 192,SECRETARIA MUNICIPAL DE SAUDE,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,,samunovaiguacu192@gmail.com,-22.76080808599843,-43.46128927628224,1244,M,008,25/07/2025
3303506978037,6978037,UNIDADE DE SUPORTE BASICO USB 01 SAMU 192,SECRETARIA MUNICIPAL DE SAUED DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,,samunovaiguacu192@gmail.com,-22.76080808599843,-43.46128927628224,1244,M,008,06/09/2024
3303506978045,6978045,UNIDADE DE SUPORTE BASICO USB 02 SAMU 192,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,,samunovaiguacu192@gmail.com,-22.76080808599843,-43.46128927628224,1244,M,008,06/09/2024
3303506978061,6978061,UNIDADE DE SUPORTE BASICO USB 03 SAMU 192,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,,samunovaiguacu192@gmail.com,-22.76080808599843,-43.46128927628224,1244,M,008,11/09/2024
3303506978053,6978053,UNIDADE DE SUPORTE BASICO USB 04 SAMU 192,SECRETARIA DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,,samunovaiguacu192@gmail.com,-22.76080808599843,-43.46128927628224,1244,M,008,11/09/2024
3303507878125,7878125,UNIDADE DE SUPORTE BASICO USB 05 SAMU 192,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,37733016,samunovaiguacu192@gmail.com,-22.76080808599843,-43.46128927628224,1244,M,008,11/09/2024
3303507775105,7775105,UNIDADE DE SUPORTE BASICO USB 06 SAMU 192,MUNICIPIO DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,,samunovaiguacu192@gmail.com,-22.76080808599843,-43.46128927628224,1244,M,008,11/09/2024
3303507878095,7878095,UNIDADE DE SUPORTE BASICO USB 07 SAMU 192,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,2137733016,samunovaiguacu192@gmail.com,-22.76080808599843,-43.46128927628224,1244,M,008,25/07/2025
3303507623852,7623852,UNIDADE DE SUPORTE BASICO USB 08 SAMU 192,SECRETARIA MUNICIPAL DE SAUDE DE NOVAIGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,,samunovaiguacu192@gmail.com,-22.76080808599843,-43.46128927628224,1244,M,008,11/09/2024
3303504610458,4610458,UNIDADE DE SUPORTE BASICO USB 09 SAMU 192,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,,samunovaiguacu192@gmail.com,-22.7610378,-43.4612823,1244,M,008,11/09/2024
3303504812166,4812166,UNIDADE DE SUPORTE BASICO USB 10 SAMU 192,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV ABILIO AUGUSTO TAVORA, 670, LUZ - CEP 26265090",LUZ,26265090,NOVA IGUACU,330350,192,samunovaiguacu192@gmail.com,-22.7608078,-43.4612785,1244,M,008,25/07/2025
3303505405661,5405661,UNIDADE MOVEL MEDICO,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA ANTONIO WILMAN, 230, MOQUETA - CEP 26215020",MOQUETA,26215020,NOVA IGUACU,330350,3773-3037,,-22.750653,-43.451134,1244,M,008,09/08/2024
3303502284510,2284510,UPA 24H AUSTIN DR MOACYR A DE CARVALHO,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA MIRIM, S/N, AUSTIN - CEP 26250100",AUSTIN,26250100,NOVA IGUACU,330350,(21)27631004,,-22.7524127,-43.4417693,1244,M,008,18/06/2025
3303502284103,2284103,UPA 24H DR GISELE PALHARES GOUVEA,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA ALVARO GONCALVES, 103, VILA DE CAVA - CEP 26055000",VILA DE CAVA,26055000,NOVA IGUACU,330350,(21)26587554,,-22.681918,-43.441593,1244,M,008,01/07/2025
3303502284189,2284189,UPA 24H MIGUEL COUTO CARLINHOS DA TINGUA,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA DIGOMAR SIMOES E SOUZA, 50, MIGUEL COUTO - CEP 26250100",MIGUEL COUTO,26250100,NOVA IGUACU,330350,(21)37795450,,-22.7078,-43.42601,1244,M,008,08/04/2026
3303502284200,2284200,UPA 24H MUNICIPAL ARQUITETA PATRICIA MARINHO,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA CAMELIAS, 222, JARDIM GUANDU - CEP 26298282",JARDIM GUANDU,26298282,NOVA IGUACU,330350,(21)26861345,,-22.827455419096886,-43.60563839969407,1244,M,008,08/04/2026
3303507595905,7595905,UPA 24H MUNICIPAL DE COMENDADOR SOARES,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA DOS QUARTEIS, 221, COMENDADOR SOARES - CEP 26275320",COMENDADOR SOARES,26275320,NOVA IGUACU,330350,,,-22.7438645,-43.4959691,1244,M,008,06/03/2025
3303607030185,7030185,SAMU 192 PARACAMBI II,MUNICIPIO DE PARACAMBI,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"ESTRADA RJ 127, 11081, AMAPA - CEP 26600000",AMAPA,26600000,PARACAMBI,330360,,,-22.6260004,-43.7063618,1244,M,008,18/08/2025
3303700456683,0456683,UBS CURUPATI DR JOSEMAR BARTOLOMEU DE LIMA,MUNICIPIO DE PARAIBA DO SUL,UPA / Pronto atendimento,UNIDADE BASICA DE SAUDE,"LUIS RAMOS, 61, PALHAS - CEP 25850000",PALHAS,25850000,PARAIBA DO SUL,330370,,,-22.161981,-43.289544,1244,M,001,07/10/2025
3303809354239,9354239,AMBULANCHA SAMU PARATY,AMBULANCHA SAMU PARATY,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA D, S/N, PORTAO DE FERRO II - CEP 23970000",PORTAO DE FERRO II,23970000,PARATY,330380,,,-23.2230968,-44.7287297,1244,M,008,10/10/2024
3303807428553,7428553,SAMU PARATY,SAMU 192 UNIDADE MOVEL DE SAUDE BASICA 02 DE PARATY,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA NOSSA SENHORA DOS REMEDIOS, S/N, PONTAL - CEP 23970000",PONTAL,23970000,PARATY,330380,2433711399,,-23.21602784403079,-44.71253156661987,1244,M,008,06/11/2025
3303807428561,7428561,SAMU PARATY 01,SAMU 192 UNIDADE MOVEL DE SAUDE BASICA 01 DE PARATY,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA NOSSA SENHORA DOS REMEDIOS, S/N, FATIMA - CEP 23970000",FATIMA,23970000,PARATY,330380,2433711399,,-23.214972812410846,-44.71785306930542,1244,M,008,06/11/2025
3303858100640,8100640,SAMU DE AVELAR,SECRETARIA MUNICIPAL DE SAUDE DE PATY DO ALFERES,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA ANTONIO DE MATTOS, 254, AVELAR - CEP 26950000",AVELAR,26950000,PATY DO ALFERES,330385,,,-22.3190491,-43.4046297,1031,M,008,19/01/2026
3303859785523,9785523,SAMU DE PATY DO ALFERES,SECRETARIA MUNICIPAL DE SAUDE DE PATY DO ALFERES,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA DEPUTADO BERNARDES NETO, 122, CENTRO - CEP 26950000",CENTRO,26950000,PATY DO ALFERES,330385,,,-22.431061,-43.422304,1031,M,008,14/09/2022
3303904106091,4106091,MIKE 01 BASE DESCENTRALIZADA SAMU PETROPOLIS,MUNICIPIO DE PETROPOLIS,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV BARAO DO RIO BRANCO, 1875, CENTRO - CEP 25680120",CENTRO,25680120,PETROPOLIS,330390,,,-22.48902355,-43.177728082585645,1244,M,008,03/02/2025
3303904106474,4106474,MIKE 02 BASE DESCENTRALIZADA SAMU PETROPOLIS,MUNICIPIO DE PETROPOLIS,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AV BARAO DO RIO BRANCO, 1875, CENTRO - CEP 25680120",CENTRO,25680120,PETROPOLIS,330390,,,-22.48902355,-43.177728082585645,1244,M,008,03/02/2025
3303900959227,0959227,PETRO CARE REMOCOES,M E SERVICOS MEDICOS E REMOCOES LTDA,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"AVENIDA DOS AMORES, 49, NOGUEIRA - CEP 25730320",NOGUEIRA,25730320,PETROPOLIS,330390,,,-22.4127791,-43.1275821,2062,M,008,12/12/2025
3303902275554,2275554,PRONTO SOCORRO LEONIDAS SAMPAIO,MUNICIPIO DE PETROPOLIS,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA TERESA, 1839, ALTO DA SERRA - CEP 25635530",ALTO DA SERRA,25635530,PETROPOLIS,330390,(24)22315566,,-22.52624867045652,-43.171640038490295,1244,M,008,11/07/2025
3303906922597,6922597,UPA CASCATINHA PRONTO ATENDIMENTO 24H PETROPOLIS II,MUNICIPIO DE PETROPOLIS,UPA / Pronto atendimento,PRONTO ATENDIMENTO,"RUA BERNARDO PROENCA, 500, ITAMARATI - CEP 25710082",ITAMARATI,25710082,PETROPOLIS,330390,2246-8932,upacascatinha@gmail.com,-22.48450774458773,-43.1521537899971,1244,M,008,26/09/2025
